State;Year;C_CE_I;C_CE_I_R;Total Current Assets;Current Liabilities;Noncurrent Liabilities;Unrestricted Net Assets;Restricted Net Assets;Total Net Assets;Total Assets;Total Liabilities;Total Taxes;Total Revenue;Total Expenses;NonCurrent Liability;Change in Net Assets;Population;UAAL pension (risk-free);UAAL OPEB;Primary gov debt;Personal income;1.Cash_ratio;2.quick_ratio;3.current_ratio;4.op_ratio;5. surplus_percap;6.net_asst_ratio;7.long_term_liab;8.lt_percapita;9.tax_income_ratio;10.rev_income_ratio;11.exp_income_ratio;12. pension_income_ratio;13. opeb_income_ratio;cashrank;Lrrank;budgetrank;servicelvlrank;trustrank;overallrank
Washington;2006;12600101.19047619;18553703.57142857;22450445.23809524;9807320.238095239;36379320.23809524;-3271755.9523809524;8937342.857142858;24759103.57142857;70945744.04761904;46186640.47619048;18570292857.142857;42002380952.38095;39258119047.61905;36379320238.09524;2800719047.6190476;6370753;27471198670.55452;0;15003571428.571428;306076440476.1905;1.2847649393085752;1.8918219371851615;2.2891518470957495;1.069903040984546;439.6213520786393;0.07985802363224412;0.5127766397611857;5710.36425962445;0.060672075342523564;0.13722840244428514;0.1282624660249632;0.08975273832842254;0;29;40;20;27;8;31
West Virginia;2006;4725138.095238095;6001673.80952381;6448939.285714286;2059607.142857143;6936750;-2292891.666666667;1975069.0476190478;7746783.333333334;16743140.476190478;8996357.142857144;5103565476.190476;13511310714.285715;12256496428.571428;693675e4;1254814285.7142859;1827912;11712436535.266302;0;2206144047.6190476;61813972619.04762;2.2941938765483476;2.913989607356928;3.1311501846746084;1.1023795252605106;686.4741222303294;-0.018982258406036644;0.4143039957088326;3794.9036933944303;0.08256329855457052;0.21858020350114632;0.19828035489818463;0.189478786737243;0;11;42;9;48;35;35
Wisconsin;2006;5799788.095238095;12301842.857142858;13167586.904761905;8420023.80952381;13639702.38095238;-9641332.142857144;5422365.476190477;14275383.333333334;36335109.52380952;22059726.19047619;15670000000.000002;32381071428.57143;31843569047.61905;13639702380.952381;563520238.0952381;5577655;38663638603.04418;0;12687415476.190477;239923998809.5238;0.6888089899078444;1.4610223362110162;1.5638420036138343;1.0168794641124743;101.03174866413181;-0.1161126723424923;0.37538630156088043;2445.4187971382926;0.06531234923456095;0.13496387018073516;0.13272356748646777;0.1611495256618298;0;44;44;44;31;29;48
Wyoming;2006;6472731.186904763;7325424.9;7848282.921428571;6360604.847619047;1019749.505952381;3623851.1845238097;5959383.371428572;10011716.760714285;17392071.114285715;7380354.353571428;3290046969.0476193;5521203314.285714;3545971978.571429;1019749505.952381;1975231335.7142859;522667;3902967346.57715;0;69145302380.95238;26884954761.904762;1.0176282510817642;1.151686840401996;1.2338894035158314;1.557035235374322;3779.1391760227557;0.5510116933733548;0.05863301151722905;1951.0501063820386;0.12237502343539461;0.20536405447514855;0.1318942884589106;0.1451729185018956;0;47;7;2;46;24;15
Average;2006;9361235.008642858;12944005.275071427;15075090.085166667;6904679.9824761925;13663096.730547618;-2656975.821571428;6151847.461666665;20318142.437809523;40885919.15083334;20567776.71302381;16113301827.499998;33417827985.99999;31694938764.309525;13663096730.547623;1856704493.6428573;5956184.62;36025160384.26577;9140964447.023808;12007196523.809526;270209691309.52374;1.6537240809510751;2.3477208960728775;2.6815348778531516;1.0851053951072789;556.7953941939766;0.1336785583495403;0.2908791394222281;2121.9096564904617;0.0644161774395985;0.14027965813058338;0.12831392354660948;0.1512632107479217;0.03657033096470656;25.5;25.5;25.5;25.5;25.5;25.5
Alabama;2007;9200113.425925925;10377856.481481481;11616284.722222222;2610361.111111111;2323791.6666666665;173038.19444444444;7562350.694444445;28211916.666666668;33146069.444444444;4934152.777777778;8800031250;21475032407.407406;20821841435.185184;2323791666.6666665;653342592.5925926;4672840;30738544196.60336;17997002965.27778;2017016203.7037036;176210703703.7037;3.5244600399405503;3.9756401661470138;4.450068104668362;1.0313704709670128;139.8170261752152;0.23337273524554822;0.07010760870339494;497.2975035881106;0.04994038991409485;0.12187132765508632;0.11816445310948236;0.17444198082478504;0.10213342655699018;5;8;32;15;35;7
Alaska;2007;55695275.46296296;57209314.81481481;63986434.027777776;9255009.25925926;2142034.722222222;13606449.074074075;40296108.7962963;60343724.53703704;71740768.51851852;11397043.981481481;3909722222.2222223;17166666666.666666;8252314814.814815;2142034722.2222223;8914351851.851852;680300;12714941079.333645;12768536731.481482;1944854166.6666667;34426443287.03704;6.017851944042316;6.1814432824666525;6.913708267094597;2.0802244039270685;13103.559976263195;0.7513518322076024;0.02985798405085801;3148.661946526859;0.11356741646600456;0.49864769716512125;0.23970860846732164;0.36933647119222857;0.37089328761096146;1;2;1;50;50;1
Arizona;2007;5676167.824074074;6855957.175925926;7780737.268518519;3386256.9444444445;7592563.657407408;1148443.287037037;7312598.37962963;25452634.25925926;36431454.86111111;10978820.601851853;16217265046.296297;32152680555.555557;29814378472.22222;7592563657.407408;2343875e3;6167681;31944334158.01374;876118199.074074;6979482638.888889;255212206018.51852;1.6762365990526795;2.02464174703988;2.29773977467473;1.0784286711028341;380.0253288067265;0.23224550594871896;0.20840682005022307;1231.0240522179095;0.06354423755547002;0.12598410184669034;0.11682191434863759;0.12516773651373014;0.003432900850402515;24;18;12;25;24;24
Arkansas;2007;4741962.962962963;6097877.314814815;6347408.564814815;1574445.601851852;4560552.083333333;3333568.287037037;1962793.9814814816;16192087.962962963;22327085.64814815;6134997.685185186;7749659722.222222;16481614583.333334;16283530092.592592;4560552083.333333;927628472.2222222;2848650;14923362634.912489;3700231.4814814813;2977063657.4074073;102115650462.96297;3.011830295937503;3.873031438903024;4.031519766290456;1.012164714261243;325.6379240068883;0.2372169100788042;0.204260966039318;1600.9520591625271;0.0758910087443746;0.16140145519918286;0.15946164979381472;0.146141777163973;3.6235694183072795e-5;7;22;35;42;1;9
California;2007;40883928.24074074;53383616.89814815;69306616.89814815;43932032.40740741;114374043.98148148;-62602993.05555556;22127932.87037037;53924259.25925926;212230335.64814815;158306076.3888889;125018518518.51852;223731481481.48148;225146990740.74075;114374043981.48148;-1415509259.2592592;36250311;182733553788.1869;56349537037.03704;103068891203.7037;1833161511574.074;0.9306177292596023;1.2151410707132935;1.5775873115868484;0.993712955013957;-39.04819628331628;-0.19071288777626902;0.5389146826356606;3155.1189721236183;0.06819831080305047;0.12204679187780393;0.12281896020575656;0.09968218983131483;0.030738991998938266;41;46;46;29;14;43
Colorado;2007;4876557.87037037;6509196.759259259;7109611.111111111;3240156.25;6293422.453703703;3664847.2222222225;4258730.324074074;24198851.85185185;33732430.55555555;9533578.703703703;10365763888.88889;22667217592.592594;21066358796.296295;6293422453.703704;1570864583.3333333;4803868;52193190370.489586;1540926795.1388888;5915231481.481482;233499153935.18518;1.505037872902077;2.008914464930282;2.1942186001403825;1.0759912432792014;326.9999474034952;0.23489494874217787;0.18656889972214616;1310.0739765754813;0.04439315395449451;0.09707623008726006;0.09022027892291168;0.22352625048473368;0.00659928213515763;27;17;15;5;44;15
Connecticut;2007;4098184.027777778;7439640.046296297;7687092.592592592;4166270.8333333335;22197158.564814813;-11832409.722222222;3769104.1666666665;-280717.5925925926;26082711.805555556;26363429.39814815;14818287037.037037;26128472222.22222;25488468750;22197158564.814816;640046296.2962964;3527270;42735250284.07697;27652150986.11111;17422607638.88889;236453755787.03705;0.98365761414001;1.785683251019958;1.8450775045851577;1.0251095300584592;181.45656450918028;-0.3091436816718609;0.8510295528430013;6293.013737200388;0.06266885881222027;0.11050140495867161;0.1077947299469258;0.18073407268086128;0.11694528130488283;37;48;34;18;37;40
Delaware;2007;1497067.1296296297;1808785.8796296297;2000805.5555555555;1148688.6574074074;2952704.861111111;1473931.712962963;607653.9351851852;6755930.555555556;10857324.074074075;4101393.5185185187;3856618055.555556;7249718750;6930087962.962963;2952704861.111111;319630787.037037;871749;3438414113.37108;3558796296.296296;2702045138.888889;42208768518.51852;1.3032836356271795;1.5746528599943372;1.741817108276648;1.0461221832601932;366.65460704518966;0.19172179387356716;0.27195511904832975;3387.1043856788033;0.09137006813793956;0.1717585943503489;0.16418597855851877;0.08146208084375935;0.08431414659100805;35;34;25;45;7;39
Florida;2007;53073577.5462963;58137549.76851852;58318875;21192834.490740743;39340442.12962963;-8286039.351851852;16056722.222222222;70002841.43518518;130536118.05555555;60533276.62037037;39601851851.85185;80900462962.96297;75482638888.88889;39340442129.62963;5115740740.740741;18367842;48918307969.90741;8745467592.592592;27770833333.333332;845849886574.0741;2.5043170874327556;2.7432644648793496;2.7518204337168686;1.0717757639879173;278.51615561265936;0.05952898696637512;0.30137591584335705;2141.8107870064227;0.04681900710804644;0.09564399575748861;0.08923881185893924;0.05783332095490381;0.010339266732084289;13;38;18;6;2;8
Georgia;2007;12277914.351851853;15299067.12962963;17245833.333333332;6792922.453703703;11115936.342592593;3134892.361111111;4949120.37037037;25892501.157407407;43801359.9537037;17908858.796296295;20689796296.296295;44759696759.25926;42563472222.22222;11115936342.592592;2196224537.037037;9349988;35921713780.65822;21518660879.62963;10852931712.962963;384345983796.2963;1.8074568693416435;2.252206945375642;2.538794377658528;1.0515988104910858;234.8906262807008;0.18456077025978102;0.253780621294446;1188.8717228933976;0.05383117599392402;0.11645678281103605;0.11074259655795154;0.0934619204963431;0.055987734454991826;21;23;27;14;11;21
Hawaii;2007;4595988.425925926;5413160.87962963;5875548.611111111;2113527.777777778;6079934.027777778;3336791.6666666665;1416748.8425925926;10396806.712962963;18590268.51851852;8193461.805555556;5650466435.185185;9234476851.851852;9268971064.814816;6079934027.777778;-34494212.96296296;1315675;14645740323.37153;10172328703.703703;6228587962.962963;61582114583.333336;2.1745578526336082;2.5611969412207953;2.779972268587275;0.9962785283585679;-26.217882807656117;0.2557004760057158;0.3270492850450928;4621.151901326526;0.09175499206898678;0.1499538772634333;0.15051401088658592;0.2378245765424767;0.16518316677707517;15;31;44;43;46;36
Idaho;2007;3628334.4907407407;4213321.759259259;6463726.851851852;2361644.675925926;916662.0370370371;1358100.6944444445;2994648.1481481483;10041841.435185185;13320148.148148147;3278306.712962963;3841471064.814815;8496469907.407408;7434221064.814815;916662037.037037;1062248842.5925926;1505105;4819382606.432348;566459490.7407408;914370370.3703704;56755840277.77778;1.536359185497787;1.7840625231259015;2.736959932093777;1.142886367425913;705.7639451018983;0.326779311624829;0.06881770584244419;609.0352746399999;0.06768415454715604;0.1497021252055028;0.13098601004636373;0.08491430278972247;0.009980637903841108;25;7;10;34;8;16
Illinois;2007;11425736.111111112;18412769.675925925;20541307.87037037;13548348.37962963;51721021.99074074;-40210039.35185185;6260795.138888889;-18470896.990740743;46798473.37962963;65269370.37037037;34613425925.92593;63768518518.51852;64901620370.37037;51721021990.74074;-1133101851.851852;12695866;137118459665.97318;44107954861.111115;31443478009.25926;621048935185.1852;0.8433305515150515;1.3590416455196936;1.5161484850252949;0.9825412394115024;-89.2496700777916;-0.7254348648847238;1.105186093810782;4073.8475020719925;0.055733814140756635;0.1026787341636838;0.10450323105540454;0.2207852745534247;0.07102170595938458;42;50;49;11;45;48
Indiana;2007;9096181.712962963;11239731.481481481;15418618.055555556;5205166.666666667;1811745.3703703703;9631152.777777778;1643260.4166666667;21348957.175925925;28365869.212962963;7016912.037037037;12881944444.444445;28784722222.22222;28095949074.074074;1811745370.3703704;688773148.1481482;6379599;26374778599.70351;511884259.2592593;1542938657.4074075;248957135416.66666;1.7475293867560366;2.159341323969418;2.9621756694737065;1.0245150340475142;107.96495957632261;0.3974640477187328;0.0638706100196788;283.9904781429633;0.05174362414993489;0.11562119789837204;0.11285456440945683;0.10594104304566893;0.002056114031046128;20;3;38;13;16;11
Iowa;2007;4970108.796296297;7301947.916666667;7592864.583333333;2348961.8055555555;2803609.953703704;1825828.7037037038;2699324.074074074;13823612.268518519;18976184.02777778;5152571.759259259;7196064814.814817;17114930555.555555;16346875e3;2803609953.703704;768055555.5555556;2999212;13924743160.205475;0;2550674768.5185184;127332783564.81482;2.1158746747356374;3.108585205343377;3.232434246216931;1.0469848552433145;256.0857837177084;0.23846484473136192;0.14774361112854484;934.78218735578;0.05651384202365986;0.13441102971603325;0.12837915376034428;0.10935709383214351;0;12;13;28;26;17;17
Kansas;2007;2942914.3518518517;4770909.722222222;4801762.731481481;2681180.5555555555;3501859.953703704;391983.7962962963;1367339.1203703703;12799774.305555556;18982814.814814813;6183040.509259259;7873369212.962963;13461253472.222223;12771604166.666666;3501859953.703704;689649305.5555556;2783785;15975985058.387815;0;4876662037.037037;121998446759.25926;1.097618862614071;1.7794063560309772;1.7909136039092786;1.0539986439100195;247.73799181889248;0.09267977029906192;0.18447527344420683;1257.9491425177246;0.06453663486797959;0.11033954800084829;0.10468661287031793;0.13095236441750266;0;36;29;26;17;23;28
Kentucky;2007;5309888.888888889;7962031.25;8090863.425925926;3832699.074074074;7544219.907407408;-2826287.037037037;1848097.2222222222;20103754.62962963;31480673.611111112;11376918.981481481;11112278935.185184;22748439814.814816;23335723379.62963;7544219907.407408;-587283564.8148148;4256672;33241214820.734356;18294495637.731483;5083587962.962963;155599650462.96295;1.3854176355266512;2.077395354062206;2.1110093095113562;0.9748332822059645;-137.96777501644826;-0.03107270914525674;0.23964607621180867;1772.3282196531488;0.07141583481789515;0.14619852774174177;0.1499728521895631;0.21363296589568295;0.1175741435363062;30;39;50;38;43;46
Louisiana;2007;15949342.592592593;19414781.25;22288883.10185185;4633519.675925926;10380781.25;1487601.851851852;8079621.527777778;23298160.87962963;38312461.80555556;15014300.925925925;11178410879.62963;32328451388.88889;28400451388.88889;10380781250;3928e6;4375581;36970067332.04212;13989004629.62963;11969365740.740742;181179256944.44446;3.442165720253557;4.190072041966737;4.810356847658754;1.1383076608964304;897.7093556261443;0.24971570420573497;0.27095051481381754;2372.4349406398833;0.061698072219477644;0.17843351349432823;0.15675332743856768;0.2040524282720641;0.0772108510960453;4;27;8;40;39;18
Maine;2007;680151.6203703703;1544722.2222222222;2825092.592592593;1654678.2407407407;991920.1388888889;-27663.194444444445;796832.175925926;4947099.537037037;7593697.916666667;2646598.3796296297;3990887731.4814816;8012949074.074074;7608071759.259259;991920138.888889;404877314.8148148;1327040;9674017543.917198;0;920549768.5185186;54615164351.85185;0.4110476608829343;0.9335483988299169;1.7073365220104053;1.0532168107276416;305.0980489019282;0.10129043713910552;0.13062412407949758;747.4681538528522;0.07307288696909618;0.14671656066896696;0.13930328416198;0.17713061305818772;0;50;15;24;37;31;41
Maryland;2007;8794843.75;12960523.148148147;18294815.972222224;12194190.972222222;14037087.962962963;1349560.1851851852;2227517.361111111;21478689.814814813;47709968.75;26231278.935185187;17371527777.77778;31113425925.925926;31129629629.62963;14037087962.962963;-16203703.703703703;5653408;34180742664.490643;17592592592.592594;13425332175.925926;309923212962.96295;0.7212322465700455;1.0628440359570877;1.5002894422349895;0.9994794765020821;-2.8661833187528134;0.07497547451854696;0.29421708566855775;2482.9426715642962;0.056051070236722615;0.10039075688610682;0.1004430398485503;0.11028777850394632;0.05676435922434431;47;37;43;9;19;30
Massachusetts;2007;6979687.5;13189548.611111112;13357819.444444444;9138101.851851853;42979711.80555556;-12076988.425925925;3806744.212962963;-6092240.740740741;46025572.916666664;52117813.65740741;23149524305.555557;48893518518.51852;47296296296.296295;42979711805.55556;1597545138.8888888;6431559;45322240419.96176;11356481481.481482;23875480324.074074;375300840277.7778;0.7638005805971132;1.443357583986463;1.4617717837909039;1.033770555990603;248.39158575531826;-0.17968802317652766;0.9338224183189222;6682.627307866655;0.06168258053571504;0.13027820156845407;0.12602235652147778;0.12076242724747603;0.030259675073138703;44;47;31;28;22;45
